question_id,dataset_source,task_complexity,complexity_score,acc_per_1k_tokens_adaptive,acc_per_1k_tokens_single-agent,acc_per_1k_tokens_static_multi-agent,is_correct_adaptive,is_correct_single-agent,is_correct_static_multi-agent,routing_decision_adaptive,routing_decision_single-agent,routing_decision_static_multi-agent,token_cost_adaptive,token_cost_single-agent,token_cost_static_multi-agent
MAGBENCH_Text-967,MedAgentsBench,Complex,0.4337,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2337,894,4275
MAGBENCH_Text-970,MedAgentsBench,Complex,0.3604,1.2937,1.2937,0.2444,1,1,1,solo,solo,group-3,773,773,4092
MAGBENCH_Text-972,MedAgentsBench,Moderate,0.1017,0.0,0.0,0.0,0,0,0,solo,solo,group-3,328,328,2780
MAGBENCH_Text-975,MedAgentsBench,Moderate,0.305,1.6313,1.6313,0.2828,1,1,1,solo,solo,group-3,613,613,3536
MAGBENCH_Text-976,MedAgentsBench,Simple,0.0877,2.451,2.451,0.3173,1,1,1,solo,solo,group-3,408,408,3152
MAGBENCH_Text-977,MedAgentsBench,Moderate,0.267,0.0,0.0,0.2576,0,0,1,solo,solo,group-3,754,754,3882
MAGBENCH_Text-978,MedAgentsBench,Moderate,0.233,0.0,0.0,0.0,0,0,0,solo,solo,group-3,574,574,3581
MAGBENCH_Text-979,MedAgentsBench,Complex,0.419,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2261,806,4161
MAGBENCH_Text-982,MedAgentsBench,Complex,0.4324,0.3833,1.003,0.2135,1,1,1,group-2,solo,group-3,2609,997,4683
MAGBENCH_Text-986,MedAgentsBench,Moderate,0.2677,0.0,0.0,0.0,0,0,0,solo,solo,group-3,687,687,3613
MAGBENCH_Text-988,MedAgentsBench,Moderate,0.3204,0.0,0.0,0.0,0,0,0,solo,solo,group-3,691,691,4002
MAGBENCH_Text-992,MedAgentsBench,Complex,0.459,0.0,1.321,0.0,0,1,0,group-2,solo,group-3,2294,757,4209
MAGBENCH_Text-993,MedAgentsBench,Moderate,0.241,1.6367,1.6367,0.274,1,1,1,solo,solo,group-3,611,611,3649
MAGBENCH_Text-996,MedAgentsBench,Complex,0.419,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2611,926,4686
MAGBENCH_Text-998,MedAgentsBench,Complex,0.419,0.0,1.1628,0.0,0,1,0,group-2,solo,group-3,2304,860,4226
MAGBENCH_a01034cd-7b51-4717-ba9f-51476e477ff7,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,192,192,2614
MAGBENCH_a04c4de3-ed44-43ac-8771-4ea6743009f0,MedAgentsBench,Moderate,0.1357,2.0161,2.0161,0.3268,1,1,1,solo,solo,group-3,496,496,3060
MAGBENCH_a0f45cea-4081-4953-943a-04c0b89c02b7,MedAgentsBench,Simple,0.0477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,340,340,3159
MAGBENCH_a1111432-f1c4-4e04-b61b-449b435e99ad,MedAgentsBench,Simple,0.0577,3.861,3.861,0.0,1,1,0,solo,solo,group-3,259,259,2790
MAGBENCH_a115b765-ec7a-4e63-abac-50516a65b46a,MedAgentsBench,Simple,0.0737,2.7855,2.7855,0.331,1,1,1,solo,solo,group-3,359,359,3021
MAGBENCH_a1546ddd-5e66-42f2-897f-90fce5601b72,MedAgentsBench,Simple,0.0417,0.0,0.0,0.0,0,0,0,solo,solo,group-3,366,366,3000
MAGBENCH_a1bea2c7-217e-4240-a208-541618437eec,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,248,248,2853
MAGBENCH_a1ce62e7-bc2f-4bd3-96b3-610e839b227b,MedAgentsBench,Simple,0.0277,4.8544,4.8544,0.3467,1,1,1,solo,solo,group-3,206,206,2884
MAGBENCH_a1fa0704-7aab-4226-990d-5790d34c5d27,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,256,256,2813
MAGBENCH_a2c69e1b-2b47-4fdb-9eca-12d2338f7d8f,MedAgentsBench,Simple,0.0397,0.0,0.0,0.0,0,0,0,solo,solo,group-3,438,438,2955
MAGBENCH_a318b5cf-a25d-4860-878c-e1d0295fa46f,MedAgentsBench,Moderate,0.185,0.0,0.0,0.2854,0,0,1,solo,solo,group-3,521,521,3504
MAGBENCH_a31fa037-1f22-44a4-8d07-6457c439b685,MedAgentsBench,Simple,0.0677,0.0,0.0,0.0,0,0,0,solo,solo,group-3,359,359,3273
MAGBENCH_a35fecfa-0c54-497b-957c-58da96b3716a,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,157,157,2586
MAGBENCH_a385924e2f19be5163b9588bcb4469e9f2669550ffe628b3ac8d7c353d067b45,MedAgentsBench,Simple,0.0397,3.3113,3.3113,0.3812,1,1,1,solo,solo,group-3,302,302,2623
MAGBENCH_a42b0e53-041f-4bcc-b415-83f7d7ff89a1,MedAgentsBench,Simple,0.0257,4.3478,4.3478,0.4129,1,1,1,solo,solo,group-3,230,230,2422
MAGBENCH_a456bf4d-1f3e-42a4-8976-b1b81ff466ee,MedAgentsBench,Simple,0.0477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,251,251,2281
MAGBENCH_a4d559cf-a0bb-4eab-9cd6-023fceb916ad,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,310,310,2592
MAGBENCH_a4e71725-0ed0-4088-bec3-6cfc37490df4,MedAgentsBench,Simple,0.0177,5.4645,5.4645,0.4112,1,1,1,solo,solo,group-3,183,183,2432
MAGBENCH_a5b0d222-214a-4d53-9dda-e37cf9f4d3f4,MedAgentsBench,Simple,0.0717,0.0,0.0,0.0,0,0,0,solo,solo,group-3,359,359,2982
MAGBENCH_a6f9c0c6-3b93-436b-89ea-3c2217313d75,MedAgentsBench,Simple,0.0357,3.1153,3.1153,0.405,1,1,1,solo,solo,group-3,321,321,2469
MAGBENCH_a7a74ef5-0ff4-474c-b160-bd1c4fa24434,MedAgentsBench,Simple,0.0177,0.0,0.0,0.3369,0,0,1,solo,solo,group-3,312,312,2968
MAGBENCH_a8a11df7-227b-4010-9298-061ea082634d,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,196,196,2816
MAGBENCH_aa1f0b19-488f-475f-b792-397b41536ca7,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,277,277,2548
MAGBENCH_aa23e05a-7e73-494b-bc8d-6331b060a964,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,341,341,2333
MAGBENCH_aa4176f5-8b14-4c05-ae4d-48e6094afbb2,MedAgentsBench,Simple,0.0177,0.0,0.0,0.4168,0,0,1,solo,solo,group-3,183,183,2399
MAGBENCH_aa654bb2-617b-4216-af79-a578a513ca7b,MedAgentsBench,Simple,0.039,0.0,0.0,0.3784,0,0,1,solo,solo,group-3,176,176,2643
MAGBENCH_aac3f7a9-9821-4f19-a131-0f6661d13562,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,117,117,2643
MAGBENCH_ab0d7b68-3f9b-4879-b13f-09f33ede7424,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,336,336,2614
MAGBENCH_ab2b5e379dcdd06bdc5be2ae754e0803a9199e94c881521258114215e16337b7,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,247,247,2246
MAGBENCH_ab34e961-f641-4c92-9324-06da16cc52ef,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,288,288,3150
MAGBENCH_ab9b2188-4674-4115-9415-f6c1666f32c0,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,280,280,2766
MAGBENCH_abd507d7-232c-46cb-8605-cb573b86ee2b,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,223,223,2322
MAGBENCH_abe0ec0b-3b93-4151-b93a-3ce5e4f29328,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,142,142,2880
MAGBENCH_abed431b-5d40-4df7-9f7b-4088185b5728,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,161,161,2788
MAGBENCH_ac1196e0-224c-4c6c-a6b8-2853a776ade6,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,202,202,1832
MAGBENCH_ac195c22-e47e-49f9-87d5-87b26416ea05,MedAgentsBench,Simple,0.0577,2.7778,2.7778,0.3304,1,1,1,solo,solo,group-3,360,360,3027
MAGBENCH_ac6be140-880b-40c6-9855-01f30c8dd7b2,MedAgentsBench,Simple,0.0477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,272,272,2595
MAGBENCH_ad581666-9c58-4d4a-a9df-8c4743715a53,MedAgentsBench,Simple,0.0357,0.0,0.0,0.4769,0,0,1,solo,solo,group-3,194,194,2097
MAGBENCH_ae3aa91a-4bfb-42a5-b8f6-7f8217e18fb0,MedAgentsBench,Simple,0.0517,0.0,0.0,0.408,0,0,1,solo,solo,group-3,267,267,2451
MAGBENCH_ae962062-af3e-4fcb-a952-a71b7a3c726d,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,233,233,2787
MAGBENCH_af75fc76-911b-48da-9ca0-75a8c912c18b,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,196,196,2119
MAGBENCH_af82f88f-21e6-4877-a69a-e4a476697bed,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,263,263,2639
MAGBENCH_afb560a9-453f-43f9-b0d8-8e54519d46a6,MedAgentsBench,Simple,0.0217,5.7143,5.7143,0.3785,1,1,1,solo,solo,group-3,175,175,2642
MAGBENCH_afd502ff-b700-4ecf-acec-f849331dd1ed,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,364,364,2504
MAGBENCH_b03d869bce05b93d6e6546fa84966ab841a1ecb65a4b16168d8dc7de36c35937,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,194,194,2676
MAGBENCH_b057a579-865e-4b5d-bd32-c859e19078c6,MedAgentsBench,Simple,0.0137,5.9524,5.9524,0.3897,1,1,1,solo,solo,group-3,168,168,2566
MAGBENCH_b0b54bca-bd14-47e5-ac75-b6fa6469ff65,MedAgentsBench,Simple,0.0257,5.4645,5.4645,0.3932,1,1,1,solo,solo,group-3,183,183,2543
MAGBENCH_b0b7042b-be4c-42ad-8507-897cb8e6efd6,MedAgentsBench,Simple,0.0197,8.6957,8.6957,0.3987,1,1,1,solo,solo,group-3,115,115,2508
MAGBENCH_b0d97337-7157-40c6-984d-87e24959fa80,MedAgentsBench,Simple,0.0597,0.0,0.0,0.4454,0,0,1,solo,solo,group-3,218,218,2245
MAGBENCH_b0db4fac-bf20-4a54-8efa-0ff926e03a9b,MedAgentsBench,Simple,0.0197,4.9261,4.9261,0.3992,1,1,1,solo,solo,group-3,203,203,2505
MAGBENCH_b0f5d8eb-eda4-48a2-ad59-d158d8132c16,MedAgentsBench,Moderate,0.105,0.0,0.0,0.0,0,0,0,solo,solo,group-3,312,312,3102
MAGBENCH_b1cb5022-7ebd-41b5-808c-c969958bfb62,MedAgentsBench,Simple,0.0477,4.1841,4.1841,0.0,1,1,0,solo,solo,group-3,239,239,2667
MAGBENCH_b31e3c42-29b5-4773-aec7-c8e8c7c9e444,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,154,154,2393
MAGBENCH_b3278b6a-2f6e-4a05-87c1-18772ca70c83,MedAgentsBench,Simple,0.087,2.6954,2.6954,0.3307,1,1,1,solo,solo,group-3,371,371,3024
MAGBENCH_b32bfca8-6485-4558-a470-b5cc8c213072,MedAgentsBench,Moderate,0.1477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,503,503,3363
MAGBENCH_b478535e-7c19-45f4-9041-357628a77e73,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,211,211,3227
MAGBENCH_b4eb3c97-408a-4f77-84df-620c3a02ebae,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,228,228,2591
MAGBENCH_b5135682-e700-4fda-a6b2-39b289c3cc41,MedAgentsBench,Simple,0.0577,0.0,0.0,0.0,0,0,0,solo,solo,group-3,262,262,2412
MAGBENCH_b55cdaad-1107-4491-b7dc-64a2a939838b,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,260,260,2368
MAGBENCH_b5d6f664-7734-48e9-8a58-0966937fe271,MedAgentsBench,Simple,0.0257,0.0,0.0,0.3973,0,0,1,solo,solo,group-3,121,121,2517
MAGBENCH_b64edf88-505f-4eed-a95c-0bb506eaddf1,MedAgentsBench,Simple,0.0497,0.0,0.0,0.0,0,0,0,solo,solo,group-3,346,346,3065
MAGBENCH_b6662113-6b69-40b4-934f-2f69c1c760d6,MedAgentsBench,Simple,0.0237,0.0,0.0,0.3546,0,0,1,solo,solo,group-3,377,377,2820
MAGBENCH_b687604e-5145-4aa3-ba07-56c624e501ec,MedAgentsBench,Simple,0.0437,0.0,0.0,0.0,0,0,0,solo,solo,group-3,147,147,2599
MAGBENCH_b69b1f70-e671-41d6-9f11-a788d34498db,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,298,298,2526
MAGBENCH_b7021f6a-0299-49df-a478-009fe45c5d92,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,200,200,2467
MAGBENCH_b7899c5a-8bd2-4a87-8082-0ad7980f3886,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,347,347,2285
MAGBENCH_b78e3c97-dc54-4c08-9b4e-b38187a48cf8,MedAgentsBench,Simple,0.0177,3.5211,3.5211,0.3398,1,1,1,solo,solo,group-3,284,284,2943
MAGBENCH_b7a4a79f-e53f-42d8-bba2-3bef01840d17,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,214,214,2464
MAGBENCH_b7a77489-2de7-4bc8-910c-0792906b8375,MedAgentsBench,Simple,0.0157,9.2593,9.2593,0.3539,1,1,1,solo,solo,group-3,108,108,2826
MAGBENCH_b7b22c3c-d5fb-4be7-8da8-6e2df03be23a,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,222,222,2859
MAGBENCH_b8fad18b-75df-42b6-b06d-8902a10f6e16,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,363,363,2712
MAGBENCH_b92c7401-27d9-4cc0-80f1-5e6369047365,MedAgentsBench,Simple,0.0477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,190,190,2622
MAGBENCH_b9430ce6-2167-41f1-86a6-5d8c3e143d86,MedAgentsBench,Simple,0.0197,6.5789,6.5789,0.4019,1,1,1,solo,solo,group-3,152,152,2488
MAGBENCH_b9558853-1ef8-40c5-93a0-4514d251569f,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,202,202,2293
MAGBENCH_ba4a3d15-f1cf-4072-b836-ecf2785657e3,MedAgentsBench,Simple,0.0157,0.0,0.0,0.4398,0,0,1,solo,solo,group-3,296,296,2274
MAGBENCH_ba6049c45a8dbd9bb6f0395a7a0bcd05dc6671dd68586380ac9b1fa7d61379c2,MedAgentsBench,Simple,0.0557,0.0,0.0,0.0,0,0,0,solo,solo,group-3,340,340,2567
MAGBENCH_bb58a829-673d-42e3-bd68-b4b9c0a56b80,MedAgentsBench,Simple,0.0237,0.0,0.0,0.423,0,0,1,solo,solo,group-3,139,139,2364
MAGBENCH_bc041127-1659-41db-909f-71bc5514bc5c,MedAgentsBench,Simple,0.0577,0.0,0.0,0.0,0,0,0,solo,solo,group-3,329,329,3096
MAGBENCH_bc46c956-a37d-4804-91ac-fa804db85897,MedAgentsBench,Simple,0.0437,0.0,0.0,0.0,0,0,0,solo,solo,group-3,354,354,2490
MAGBENCH_bcdd9b91-5c85-4e9c-bce4-9d92cc3d810b,MedAgentsBench,Simple,0.0237,3.2362,3.2362,0.0,1,1,0,solo,solo,group-3,309,309,2447
MAGBENCH_be168ef1-fee0-4f80-9c60-6259e78b56b9,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,226,226,2543
MAGBENCH_be37c099-2519-4ebc-a1ff-54ee572c7efe,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,169,169,2796
MAGBENCH_be68160f-1668-4576-abcc-882aa211beb3,MedAgentsBench,Simple,0.0357,0.0,0.0,0.0,0,0,0,solo,solo,group-3,244,244,2846
MAGBENCH_bee09bc5-3c41-4d41-8da8-a307dfd4228e,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,229,229,2427
MAGBENCH_bf221348-de3d-4d97-ad8e-eb42f7361518,MedAgentsBench,Simple,0.0397,0.0,0.0,0.0,0,0,0,solo,solo,group-3,277,277,2399
MAGBENCH_bf4732f0-2a61-4911-8463-11e3bee37870,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,186,186,2448
MAGBENCH_bf96e90e-8e47-4660-93c7-bd01ec8735fb,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,168,168,2144
MAGBENCH_bfe1f29e-4880-4b0b-bc9e-c9b96f580f47,MedAgentsBench,Simple,0.0437,0.0,0.0,0.0,0,0,0,solo,solo,group-3,293,293,2765
MAGBENCH_c03c5c4d-5433-4515-a343-12c7f0ea1e07,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,188,188,2506
MAGBENCH_c0548093-a9d1-4cbf-82e1-e04613825ddf,MedAgentsBench,Simple,0.0197,4.065,4.065,0.0,1,1,0,solo,solo,group-3,246,246,2696
MAGBENCH_c068c66cc5a79ec89fb77680396e0e9ee9c3e751d5bd5b3566d22fd5ef072800,MedAgentsBench,Simple,0.0177,5.9524,5.9524,0.4095,1,1,1,solo,solo,group-3,168,168,2442
MAGBENCH_c0b79a36-0b9f-4aa3-b3ac-4435c4a92fe3,MedAgentsBench,Simple,0.0277,6.8027,6.8027,0.4369,1,1,1,solo,solo,group-3,147,147,2289
MAGBENCH_c0bf19ac-df23-4d2b-8a88-0b2f256fed66,MedAgentsBench,Moderate,0.143,0.0,0.0,0.3307,0,0,1,solo,solo,group-3,338,338,3024
MAGBENCH_c1368e96-1d20-4847-9cb0-8cd53b314859,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,300,300,2747
MAGBENCH_c18807a9-ccf8-40f5-8b11-9e2c8b789c3e,MedAgentsBench,Moderate,0.1077,0.0,0.0,0.0,0,0,0,solo,solo,group-3,368,368,2580
MAGBENCH_c1905ae5-b13b-4f01-8797-d1eb7043d461,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,271,271,2811
MAGBENCH_c1de4352-f68b-4953-a451-778c7f8b88b0,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,167,167,2184
MAGBENCH_c22f03e2-d4ca-4d27-a7ca-fbd3386a6530,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,215,215,2598
MAGBENCH_c25ec100e679d3f110dba2c86d1bd781d6d84cb2216d29d6dfda38deaad5fd0e,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,243,243,2707
MAGBENCH_c27e7c0b-7d26-4ca7-b537-c44b71114d55,MedAgentsBench,Simple,0.0317,5.848,5.848,0.431,1,1,1,solo,solo,group-3,171,171,2320
MAGBENCH_c2966f39-a3e7-464d-9048-937bf330c794,MedAgentsBench,Simple,0.0317,3.096,3.096,0.0,1,1,0,solo,solo,group-3,323,323,2927
MAGBENCH_c3042a2cfb855f4e0943ddc02c840f40f9ff05dcca6a5f369a013eb58d4d1b3a,MedAgentsBench,Simple,0.0417,0.0,0.0,0.3352,0,0,1,solo,solo,group-3,347,347,2983
MAGBENCH_c34c9996-5391-4655-9249-948fe2cb0d2b,MedAgentsBench,Simple,0.0177,3.5461,3.5461,0.3259,1,1,1,solo,solo,group-3,282,282,3068
MAGBENCH_c3f2d738-cddc-4bd2-b9e7-e8a41969d42d,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,127,127,2652
MAGBENCH_c41e6817-ab7a-4208-aa4b-d89da0668ac9,MedAgentsBench,Simple,0.0357,3.125,3.125,0.3455,1,1,1,solo,solo,group-3,320,320,2894
MAGBENCH_c48cca4e-55ef-4a73-b07d-6ac3a3c5c1eb,MedAgentsBench,Simple,0.0557,0.0,0.0,0.0,0,0,0,solo,solo,group-3,172,172,2768
MAGBENCH_c48fcdd2-948f-41e7-a457-56f42646cc60,MedAgentsBench,Simple,0.0257,6.25,6.25,0.3578,1,1,1,solo,solo,group-3,160,160,2795
MAGBENCH_c4c1684b-c60c-47ae-a4d1-ad6c1c633be3,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,229,229,2326
MAGBENCH_c4caf8e5-f647-49b9-8e91-b5f18d3c24e5,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,195,195,2591
MAGBENCH_c54dfaa1-6f96-4b0a-8b63-bfbbbbbb3a3c,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,331,331,2833
MAGBENCH_c5641329-23a5-4f95-a7c9-3be2882bcbcf,MedAgentsBench,Simple,0.0257,2.6954,2.6954,0.3185,1,1,1,solo,solo,group-3,371,371,3140
MAGBENCH_c56d4b66-8192-4b25-9d20-7312a5f5d4cb,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,258,258,2907
MAGBENCH_c6da06a8-62d4-49b1-9bce-e4584bbadc62,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,264,264,2825
MAGBENCH_c8353fc5-db77-40d7-970a-64309e53ba93,MedAgentsBench,Simple,0.0537,0.0,0.0,0.0,0,0,0,solo,solo,group-3,342,342,3032
MAGBENCH_c839b148-d464-4420-9f5d-d66be78d0fd5,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,359,359,3236
MAGBENCH_c8d2885b-1529-4575-abcd-b8afdfb64512,MedAgentsBench,Simple,0.0577,3.9062,3.9062,0.3537,1,1,1,solo,solo,group-3,256,256,2827
MAGBENCH_c8e7ce5b231321620620bfc43ef73f8701d28b73c4be68e21ead6cd19c36d3bb,MedAgentsBench,Moderate,0.1117,0.0,0.0,0.0,0,0,0,solo,solo,group-3,517,517,3087
MAGBENCH_ca34b209-b2de-4643-b1a6-a2e8b7c3e356,MedAgentsBench,Simple,0.0237,2.8329,2.8329,0.3683,1,1,1,solo,solo,group-3,353,353,2715
MAGBENCH_ca435de5-729e-4d62-8d92-116f5afb5a48,MedAgentsBench,Simple,0.0517,2.6882,2.6882,0.0,1,1,0,solo,solo,group-3,372,372,2683
MAGBENCH_cb8ad6b2-009b-443e-9237-85b46e3a87a5,MedAgentsBench,Simple,0.0477,0.0,0.0,0.4263,0,0,1,solo,solo,group-3,191,191,2346
MAGBENCH_cb8ea9a3-b993-4d69-a1e2-aa031b0bdb11,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,243,243,2374
MAGBENCH_cc0d09f8-564d-4fe5-8b22-4b7d3e4ed586,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,114,114,2713
MAGBENCH_cc1da36a-147f-4b74-9015-b7640ebb7ead,MedAgentsBench,Simple,0.0277,3.3333,3.3333,0.3342,1,1,1,solo,solo,group-3,300,300,2992
MAGBENCH_ccaa5421-7958-40bb-ac48-a08641e7e13c,MedAgentsBench,Simple,0.0297,0.0,0.0,0.3472,0,0,1,solo,solo,group-3,267,267,2880
MAGBENCH_ccec60b1-80b6-4130-b1ab-8631cac2fa14,MedAgentsBench,Simple,0.0137,0.0,0.0,0.3519,0,0,1,solo,solo,group-3,216,216,2842
MAGBENCH_cd4a4452-2cfc-41d0-be4f-ab2c29778feb,MedAgentsBench,Simple,0.065,2.3753,2.3753,0.3063,1,1,1,solo,solo,group-3,421,421,3265
MAGBENCH_cdb145d0926ee2ce9ab47552405d83130f3bb1f57c12dedde100d6ad928cddc8,MedAgentsBench,Moderate,0.1617,1.912,1.912,0.2992,1,1,1,solo,solo,group-3,523,523,3342
MAGBENCH_ce41e98c-3f43-4c6a-9dbb-74c77dc10584,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,234,234,2704
MAGBENCH_ce4bf55c-99a1-41a9-9107-cdab91e7e11b,MedAgentsBench,Simple,0.0377,0.0,0.0,0.0,0,0,0,solo,solo,group-3,221,221,2634
MAGBENCH_ced932ec-06de-41fd-96f4-4efd3746eb21,MedAgentsBench,Simple,0.0097,0.0,0.0,0.0,0,0,0,solo,solo,group-3,222,222,3013
MAGBENCH_cf442471-776c-434b-8186-a07315839c06,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,204,204,2608
MAGBENCH_cf9116f0-d344-4b8d-b010-050ac77a8dd1,MedAgentsBench,Simple,0.0517,3.4965,3.4965,0.0,1,1,0,solo,solo,group-3,286,286,3028
MAGBENCH_cfb81145-9c8a-41bf-975a-bd76f75be629,MedAgentsBench,Simple,0.0857,0.0,0.0,0.0,0,0,0,solo,solo,group-3,302,302,3017
MAGBENCH_d04e9217-abaf-4e62-89ed-5d443c9aa4f2,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,171,171,2268
MAGBENCH_d05667f6-6469-49d1-b8c5-0cacd49cc623,MedAgentsBench,Simple,0.0197,3.003,3.003,0.0,1,1,0,solo,solo,group-3,333,333,2572
MAGBENCH_d0de8433-05e9-4391-ad03-5b228436ccd5,MedAgentsBench,Simple,0.0197,3.9062,3.9062,0.4533,1,1,1,solo,solo,group-3,256,256,2206
MAGBENCH_d0e62648-4f9f-497a-be1a-a6ee1295704c,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,201,201,2402
MAGBENCH_d1872344-cb7a-4782-820e-6ea25a23ac9a,MedAgentsBench,Simple,0.0197,2.9762,2.9762,0.3733,1,1,1,solo,solo,group-3,336,336,2679
MAGBENCH_d1bdce43-2f6d-47ee-9957-2bff4b27d2ce,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,245,245,2722
MAGBENCH_d1ef23c9-e756-4ae2-a91c-992fa658c4c3,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,374,374,3060
MAGBENCH_d2198d20-fa7b-4abd-a3f6-d849ee0973fb,MedAgentsBench,Moderate,0.119,2.1277,2.1277,0.2952,1,1,1,solo,solo,group-3,470,470,3387
MAGBENCH_d282f15c-2838-42fd-8841-a94bd92981d9,MedAgentsBench,Simple,0.0117,0.0,0.0,0.0,0,0,0,solo,solo,group-3,193,193,2442
